,study_id,study_url,latitude,longitude,study,site,site_block,replicate,precip_direction,precip_duration,replicates,delta_precip,map,lrr_s,freq_direction,delta_freq,treatment_start_date,treatment_end_date,storm_size_direction,delta_storm_size,notes
282,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,4,decr.P,0.5,5,-50,234,-0.78845736,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
283,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,5,decr.P,0.5,5,-50,234,-0.810930216,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
284,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,5,decr.P,0.5,5,-50,234,0.182321557,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
285,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,3,decr.P,0.5,5,-50,234,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
286,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,1,decr.P,0.5,5,-50,234,-0.559615788,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
287,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,2,decr.P,0.5,5,-50,234,-0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
288,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,3,decr.P,0.5,5,-50,234,-1.252762968,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
289,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,4,decr.P,0.5,5,-50,234,-0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
290,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,5,decr.P,0.5,5,-50,234,-0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
296,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12320,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - A,1,incr.P,3,10,26,409,0.693147181,increase,,6/28/10,9/1/13,,,"""winter-wet"" (wet treatment achieved using irrigation in amounts described in the paper's supplement. Dry treatment achieved via reduction in ss of 50%"
297,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12321,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - B,2,incr.P,3,10,26,409,0,increase,,6/28/10,9/1/13,,,"""winter-wet"""
298,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12322,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - C,3,incr.P,3,10,26,409,0.693147181,increase,,6/28/10,9/1/13,,,"""winter-wet"""
299,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12323,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - D,4,incr.P,3,10,26,409,-0.405465108,increase,,6/28/10,9/1/13,,,"""winter-wet"""
300,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12324,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - E,5,incr.P,3,10,26,409,-0.510825624,increase,,6/28/10,9/1/13,,,"""winter-wet"""
301,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12325,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - F,6,incr.P,3,10,26,409,0.693147181,increase,,6/28/10,9/1/13,,,"""winter-wet"""
302,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12326,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - G,7,incr.P,3,10,26,409,-0.693147181,increase,,6/28/10,9/1/13,,,"""winter-wet"""
303,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12327,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - H,8,incr.P,3,10,26,409,0.693147181,increase,,6/28/10,9/1/13,,,"""winter-wet"""
304,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12328,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - I,9,incr.P,3,10,26,409,0.287682072,increase,,6/28/10,9/1/13,,,"""winter-wet"""
305,Prevey_2014a.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12329,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - J,10,incr.P,3,10,26,409,0.223143551,increase,,6/28/10,9/1/13,,,"""winter-wet"""
306,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12330,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - A,1,decr.P,3,10,-4,409,1.098612289,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
307,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12331,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - B,2,decr.P,3,10,-4,409,0,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
308,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12332,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - C,3,decr.P,3,10,-4,409,0,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
309,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12333,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - D,4,decr.P,3,10,-4,409,-0.405465108,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
310,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12334,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - E,5,decr.P,3,10,-4,409,-0.223143551,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
311,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12335,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - F,6,decr.P,3,10,-4,409,-0.916290732,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
312,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12336,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - G,7,decr.P,3,10,-4,409,0.405465108,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
313,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12337,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - H,8,decr.P,3,10,-4,409,0.693147181,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
314,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12338,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - I,9,decr.P,3,10,-4,409,-0.405465108,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
315,Prevey_2014b.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12339,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - J,10,decr.P,3,10,-4,409,-1.386294361,unchanged,,6/28/10,9/1/13,,,"""winter-dry/summer-wet"""
316,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12340,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - A,1,incr.P,3,10,40,409,0.693147181,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
317,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12341,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - B,2,incr.P,3,10,40,409,0.182321557,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
318,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12342,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - C,3,incr.P,3,10,40,409,0,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
319,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12343,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - D,4,incr.P,3,10,40,409,-0.405465108,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
320,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12344,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - E,5,incr.P,3,10,40,409,0.587786665,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
321,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12345,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - F,6,incr.P,3,10,40,409,0.182321557,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
322,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12346,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - G,7,incr.P,3,10,40,409,0,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
323,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12347,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - H,8,incr.P,3,10,40,409,1.252762968,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
324,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12348,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - I,9,incr.P,3,10,40,409,0,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
325,Prevey_2014c.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12349,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - J,10,incr.P,3,10,40,409,0,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-wet"""
326,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12350,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - A,1,incr.P,3,10,3,409,1.252762968,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
327,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12351,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - B,2,incr.P,3,10,3,409,0,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
328,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12352,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - C,3,incr.P,3,10,3,409,0.405465108,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
329,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12353,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - D,4,incr.P,3,10,3,409,-0.405465108,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
330,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12354,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - E,5,incr.P,3,10,3,409,0.336472237,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
331,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12355,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - F,6,incr.P,3,10,3,409,-0.223143551,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
332,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12356,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - G,7,incr.P,3,10,3,409,0.405465108,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
333,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12357,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - H,8,incr.P,3,10,3,409,0.405465108,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
334,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12358,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - I,9,incr.P,3,10,3,409,-0.405465108,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
335,Prevey_2014d.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12359,40.11666667,-105.3,Prevey_2014,Boulder,Boulder - J,10,incr.P,3,10,3,409,0,increase,,6/28/10,9/1/13,,,"""winter-wet/summer-dry"""
336,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12783,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - A,1,decr.P,4,10,-39,827,-0.405465108,decrease,,5/20/11,8/24/15,,,all precipitation removed from late May to September in each year
337,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12784,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - B,2,decr.P,4,10,-39,827,-0.336472237,decrease,,5/21/11,8/25/15,,,all precipitation removed from late May to September in each year
338,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12785,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - C,3,decr.P,4,10,-39,827,-1.203972804,decrease,,5/22/11,8/26/15,,,all precipitation removed from late May to September in each year
339,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12786,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - D,4,decr.P,4,10,-39,827,-0.84729786,decrease,,5/23/11,8/27/15,,,all precipitation removed from late May to September in each year
340,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12787,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - E,5,decr.P,4,10,-39,827,-0.405465108,decrease,,5/24/11,8/28/15,,,all precipitation removed from late May to September in each year
341,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12788,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - F,6,decr.P,4,10,-39,827,-0.693147181,decrease,,5/25/11,8/29/15,,,all precipitation removed from late May to September in each year
342,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12789,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - G,7,decr.P,4,10,-39,827,-0.470003629,decrease,,5/26/11,8/30/15,,,all precipitation removed from late May to September in each year
343,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12790,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - H,8,decr.P,4,10,-39,827,0,decrease,,5/27/11,8/31/15,,,all precipitation removed from late May to September in each year
344,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12791,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - I,9,decr.P,4,10,-39,827,-0.84729786,decrease,,5/28/11,9/1/15,,,all precipitation removed from late May to September in each year
345,Serafini_2019a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12792,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - J,10,decr.P,4,10,-39,827,-0.405465108,decrease,,5/29/11,9/2/15,,,all precipitation removed from late May to September in each year
346,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12793,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - A,1,incr.P,4,10,21,827,-0.182321557,increase,,5/30/11,9/3/15,,,added 17 L/m^2 per week beginning of June to end of August
347,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12794,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - B,2,incr.P,4,10,21,827,0.133531393,increase,,5/31/11,9/4/15,,,added 17 L/m^2 per week beginning of June to end of August
348,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12795,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - C,3,incr.P,4,10,21,827,0.262364264,increase,,6/1/11,9/5/15,,,added 17 L/m^2 per week beginning of June to end of August
349,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12796,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - D,4,incr.P,4,10,21,827,0.133531393,increase,,6/2/11,9/6/15,,,added 17 L/m^2 per week beginning of June to end of August
350,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12797,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - E,5,incr.P,4,10,21,827,0.287682072,increase,,6/3/11,9/7/15,,,added 17 L/m^2 per week beginning of June to end of August
351,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12798,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - F,6,incr.P,4,10,21,827,0.287682072,increase,,6/4/11,9/8/15,,,added 17 L/m^2 per week beginning of June to end of August
352,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12799,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - G,7,incr.P,4,10,21,827,-0.133531393,increase,,6/5/11,9/9/15,,,added 17 L/m^2 per week beginning of June to end of August
353,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12800,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - H,8,incr.P,4,10,21,827,0.693147181,increase,,6/6/11,9/10/15,,,added 17 L/m^2 per week beginning of June to end of August
354,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12801,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - I,9,incr.P,4,10,21,827,0.356674944,increase,,6/7/11,9/11/15,,,added 17 L/m^2 per week beginning of June to end of August
355,Serafini_2019b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/jvs.12802,44.63333333,-76.33333333,Serafini_2019,QUBS,QUBS - J,10,incr.P,4,10,21,827,-0.587786665,increase,,6/8/11,9/12/15,,,added 17 L/m^2 per week beginning of June to end of August
421,Yang_2011.csv,https://academic.oup.com/aob/article/124/3/461/5510524,42.03333333,116.28333,Yang_2011,Duolun.County,Duolun.County - A,1,incr.P,7,6,31,372,0.087011377,unchanged,0,7/20/09,9/1/16,increase,0.29,
422,Yang_2011.csv,https://academic.oup.com/aob/article/124/3/461/5510525,42.03333333,116.28333,Yang_2011,Duolun.County,Duolun.County - A,2,incr.P,7,6,31,372,0,unchanged,0,7/20/09,9/1/16,increase,0.29,
423,Yang_2011.csv,https://academic.oup.com/aob/article/124/3/461/5510526,42.03333333,116.28333,Yang_2011,Duolun.County,Duolun.County - A,3,incr.P,7,6,31,372,0.262364264,unchanged,0,7/20/09,9/1/16,increase,0.29,
424,Yang_2011.csv,https://academic.oup.com/aob/article/124/3/461/5510527,42.03333333,116.28333,Yang_2011,Duolun.County,Duolun.County - A,4,incr.P,7,6,31,372,0.223143551,unchanged,0,7/20/09,9/1/16,increase,0.29,
425,Yang_2011.csv,https://academic.oup.com/aob/article/124/3/461/5510528,42.03333333,116.28333,Yang_2011,Duolun.County,Duolun.County - A,5,incr.P,7,6,31,372,0.405465108,unchanged,0,7/20/09,9/1/16,increase,0.29,
426,Yang_2011.csv,https://academic.oup.com/aob/article/124/3/461/5510529,42.03333333,116.28333,Yang_2011,Duolun.County,Duolun.County - A,6,incr.P,7,6,31,372,0.241162057,unchanged,0,7/20/09,9/1/16,increase,0.29,
427,Zhong_2019a.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - A,1,decr.P,3,6,-17,372,0,unchanged,0,5/1/09,9/1/12,decrease,-0.20,
428,Zhong_2019a.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - B,2,decr.P,3,6,-17,372,0.111225635,unchanged,0,5/1/09,9/1/12,decrease,-0.20,
429,Zhong_2019a.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - C,3,decr.P,3,6,-17,372,-0.318453731,unchanged,0,5/1/09,9/1/12,decrease,-0.20,
430,Zhong_2019a.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - D,4,decr.P,3,6,-17,372,-0.143100844,unchanged,0,5/1/09,9/1/12,decrease,-0.20,
431,Zhong_2019a.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - E,5,decr.P,3,6,-17,372,0,unchanged,0,5/1/09,9/1/12,decrease,-0.20,
432,Zhong_2019a.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - F,6,decr.P,3,6,-17,372,0.162518929,unchanged,0,5/1/09,9/1/12,decrease,-0.20,
433,Zhong_2019b.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - A,1,decr.P,3,6,-34,372,-0.133531393,unchanged,0,5/1/09,9/1/12,decrease,-0.40,
434,Zhong_2019b.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - B,2,decr.P,3,6,-34,372,-0.268263987,unchanged,0,5/1/09,9/1/12,decrease,-0.40,
435,Zhong_2019b.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - C,3,decr.P,3,6,-34,372,-0.200670695,unchanged,0,5/1/09,9/1/12,decrease,-0.40,
436,Zhong_2019b.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - D,4,decr.P,3,6,-34,372,0,unchanged,0,5/1/09,9/1/12,decrease,-0.40,
437,Zhong_2019b.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - E,5,decr.P,3,6,-34,372,-0.435318071,unchanged,0,5/1/09,9/1/12,decrease,-0.40,
438,Zhong_2019b.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - F,6,decr.P,3,6,-34,372,-0.435318071,unchanged,0,5/1/09,9/1/12,decrease,-0.40,
439,Zhong_2019c.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - A,1,decr.P,3,6,-51,372,-0.287682072,unchanged,0,5/1/09,9/1/12,decrease,-0.60,
440,Zhong_2019c.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - B,2,decr.P,3,6,-51,372,-0.268263987,unchanged,0,5/1/09,9/1/12,decrease,-0.60,
441,Zhong_2019c.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - C,3,decr.P,3,6,-51,372,-0.318453731,unchanged,0,5/1/09,9/1/12,decrease,-0.60,
442,Zhong_2019c.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - D,4,decr.P,3,6,-51,372,-0.223143551,unchanged,0,5/1/09,9/1/12,decrease,-0.60,
443,Zhong_2019c.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - E,5,decr.P,3,6,-51,372,-0.268263987,unchanged,0,5/1/09,9/1/12,decrease,-0.60,
444,Zhong_2019c.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - F,6,decr.P,3,6,-51,372,-0.348306694,unchanged,0,5/1/09,9/1/12,decrease,-0.60,
445,Zhong_2019d.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - A,1,incr.P,3,6,17,372,0.171850257,unchanged,0,5/1/09,9/1/12,increase,0.20,
446,Zhong_2019d.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - B,2,incr.P,3,6,17,372,0.057158414,unchanged,0,5/1/09,9/1/12,increase,0.20,
447,Zhong_2019d.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - C,3,incr.P,3,6,17,372,-0.146603474,unchanged,0,5/1/09,9/1/12,increase,0.20,
448,Zhong_2019d.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - D,4,incr.P,3,6,17,372,0.236388778,unchanged,0,5/1/09,9/1/12,increase,0.20,
449,Zhong_2019d.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - E,5,incr.P,3,6,17,372,0.057158414,unchanged,0,5/1/09,9/1/12,increase,0.20,
450,Zhong_2019d.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - F,6,incr.P,3,6,17,372,0,unchanged,0,5/1/09,9/1/12,increase,0.20,
451,Zhong_2019e.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - A,1,incr.P,3,6,34,372,0.060624622,unchanged,0,5/1/09,9/1/12,increase,0.40,
